component_type,excel_row,record_kind,unit_sequence,source,plant_name,state,district,commissioning_date,capacity_mw,implementing_agency,duplicate_group_size,component_id,original_component_id,bus,allocated_districts,allocation_method,allocation_confidence,allocation_source_url,allocation_notes,allocation_share,original_capacity_mw
Generator,184.0,aggregate,1.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Tamil Nadu,Statewide / multiple districts,,56.89614375328863,,1.0,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01__chennai_north,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,Chennai North,Tiruvallur,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.0063707422869367,8930.85
Generator,185.0,aggregate,1.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Tamil Nadu,Statewide / multiple districts,,226.05178413939407,,1.0,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01__trichy,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,Trichy,Ariyalur | Karur | Nagapattinam | Perambalur | Pudukkottai | Thanjavur | Thiruvarur | Tiruchirappalli,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",Medium,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.,0.1381903558744309,1635.8
Generator,185.0,aggregate,1.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Tamil Nadu,Statewide / multiple districts,,252.85826996877458,,1.0,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01__chennai_north,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,Chennai North,Chennai | Tiruvallur,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",Medium,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.,0.15457774175863467,1635.8
Generator,185.0,aggregate,1.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Tamil Nadu,Statewide / multiple districts,,285.3574786070126,,1.0,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01__coimbatore,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,Coimbatore,Coimbatore | The Nilgiris | Tiruppur,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",Medium,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.,0.17444521249970205,1635.8
Generator,185.0,aggregate,1.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Tamil Nadu,Statewide / multiple districts,,87.06746597382785,,1.0,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01__villupuram,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,Villupuram,Cuddalore | Tiruvannamalai | Viluppuram,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",Medium,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.,0.053226229351893785,1635.8
Generator,185.0,aggregate,1.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Tamil Nadu,Statewide / multiple districts,,81.00432626987343,,1.0,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01__vellore,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,Vellore,Dharmapuri | Krishnagiri | Vellore,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",Medium,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.,0.04951970061735752,1635.8
Generator,185.0,aggregate,1.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Tamil Nadu,Statewide / multiple districts,,127.01400376611923,,1.0,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01__madurai,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,Madurai,Dindigul | Madurai | Ramanathapuram | Sivagangai | Theni,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",Medium,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.,0.0776464138440636,1635.8
Generator,185.0,aggregate,1.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Tamil Nadu,Statewide / multiple districts,,229.9899006030558,,1.0,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01__erode,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,Erode,Erode | Namakkal | Salem,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",Medium,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.,0.14059781183705575,1635.8
Generator,185.0,aggregate,1.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Tamil Nadu,Statewide / multiple districts,,182.55704240459562,,1.0,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01__chennai_south,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,Chennai South,Kancheepuram,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",Medium,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.,0.11160107739613377,1635.8
Generator,185.0,aggregate,1.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Tamil Nadu,Statewide / multiple districts,,163.8997282673468,,1.0,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01__tirunelveli,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,Tirunelveli,Kanniyakumari | Thoothukudi | Tirunelveli | Virudhunagar,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",Medium,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.,0.10019545682072796,1635.8
Generator,186.0,aggregate,1.0,Solar,Tamil Nadu Nagapattinam  5,Tamil Nadu,Nagapattinam,,5.0,,1.0,tamil_nadu_nagapattinam_5__aggregate_01,tamil_nadu_nagapattinam_5__aggregate_01,Trichy,Nagapattinam,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,5.0
Generator,187.0,aggregate,1.0,Solar,Tamil Nadu Perambalur 10,Tamil Nadu,Perambalur,,10.0,,1.0,tamil_nadu_perambalur_10__aggregate_01,tamil_nadu_perambalur_10__aggregate_01,Trichy,Perambalur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,10.0
Generator,188.0,aggregate,1.0,Solar,Tamil Nadu Pudukkottai 20,Tamil Nadu,Pudukkottai,,20.0,,1.0,tamil_nadu_pudukkottai_20__aggregate_01,tamil_nadu_pudukkottai_20__aggregate_01,Trichy,Pudukkottai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,20.0
Generator,189.0,aggregate,1.0,Solar,Tamil Nadu Ramanathapuram 245,Tamil Nadu,Ramanathapuram,,245.0,,1.0,tamil_nadu_ramanathapuram_245__aggregate_01,tamil_nadu_ramanathapuram_245__aggregate_01,Madurai,Ramanathapuram,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,245.0
Generator,190.0,aggregate,1.0,Solar,Tamil Nadu Ramanathapuram Kamuthi Solar Power Project 648,Tamil Nadu,Ramanathapuram,,648.0,,1.0,tamil_nadu_ramanathapuram_kamuthi_solar_power_project_648__aggregate_01,tamil_nadu_ramanathapuram_kamuthi_solar_power_project_648__aggregate_01,Madurai,Ramanathapuram,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,648.0
Generator,191.0,aggregate,1.0,Solar,Tamil Nadu Sivaganga 16.55,Tamil Nadu,Sivaganga,,16.55,,1.0,tamil_nadu_sivaganga_16_55__aggregate_01,tamil_nadu_sivaganga_16_55__aggregate_01,Madurai,Sivagangai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,16.55
Generator,192.0,aggregate,1.0,Solar,Tamil Nadu Thoothukkudi 28,Tamil Nadu,Thoothukkudi,,28.0,,1.0,tamil_nadu_thoothukkudi_28__aggregate_01,tamil_nadu_thoothukkudi_28__aggregate_01,Tirunelveli,Thoothukudi,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,28.0
Generator,193.0,aggregate,1.0,Solar,Tamil Nadu Tiruchirappalli 169,Tamil Nadu,Tiruchirappalli,,169.0,,1.0,tamil_nadu_tiruchirappalli_169__aggregate_01,tamil_nadu_tiruchirappalli_169__aggregate_01,Trichy,Tiruchirappalli,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,169.0
Generator,194.0,aggregate,1.0,Solar,Tamil Nadu Tirunelveli  309.36,Tamil Nadu,Tirunelveli,,309.36,,1.0,tamil_nadu_tirunelveli_309_36__aggregate_01,tamil_nadu_tirunelveli_309_36__aggregate_01,Tirunelveli,Tirunelveli,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,309.36
Generator,195.0,aggregate,1.0,Solar,"Tamil Nadu Tirunelveli, Tuticorin, Virudhunagar and Ramanathapuram 351",Tamil Nadu,"Tirunelveli, Tuticorin, Virudhunagar and Ramanathapuram",,87.75,,1.0,tamil_nadu_tirunelveli_tuticorin_virudhunagar_and_ramanathapuram__aggregate_01__madurai,tamil_nadu_tirunelveli_tuticorin_virudhunagar_and_ramanathapuram__aggregate_01,Madurai,Ramanathapuram,Equal split across districts named in the original row,Medium,,The source row identifies four districts but does not give district-specific shares.,0.25,351.0
Generator,195.0,aggregate,1.0,Solar,"Tamil Nadu Tirunelveli, Tuticorin, Virudhunagar and Ramanathapuram 351",Tamil Nadu,"Tirunelveli, Tuticorin, Virudhunagar and Ramanathapuram",,263.25,,1.0,tamil_nadu_tirunelveli_tuticorin_virudhunagar_and_ramanathapuram__aggregate_01__tirunelveli,tamil_nadu_tirunelveli_tuticorin_virudhunagar_and_ramanathapuram__aggregate_01,Tirunelveli,Thoothukudi | Tirunelveli | Virudhunagar,Equal split across districts named in the original row,Medium,,The source row identifies four districts but does not give district-specific shares.,0.75,351.0
Generator,196.0,aggregate,1.0,Solar,Tamil Nadu Tiruppur 49.3,Tamil Nadu,Tiruppur,,49.3,,1.0,tamil_nadu_tiruppur_49_3__aggregate_01,tamil_nadu_tiruppur_49_3__aggregate_01,Coimbatore,Tiruppur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,49.3
Generator,197.0,aggregate,1.0,Solar,Tamil Nadu Tiruvannamalai 31,Tamil Nadu,Tiruvannamalai,,31.0,,1.0,tamil_nadu_tiruvannamalai_31__aggregate_01,tamil_nadu_tiruvannamalai_31__aggregate_01,Villupuram,Tiruvannamalai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,31.0
Generator,198.0,aggregate,1.0,Solar,Tamil Nadu Vellore  5,Tamil Nadu,Vellore,,5.0,,1.0,tamil_nadu_vellore_5__aggregate_01,tamil_nadu_vellore_5__aggregate_01,Vellore,Vellore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,5.0
Generator,199.0,aggregate,1.0,Solar,Tamil Nadu Virudhunagar 685.4,Tamil Nadu,Virudhunagar,,685.4,,1.0,tamil_nadu_virudhunagar_685_4__aggregate_01,tamil_nadu_virudhunagar_685_4__aggregate_01,Tirunelveli,Virudhunagar,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,685.4
Generator,200.0,unit,1.0,Oil & Gas,Basin Bridge Gas Turbine Power Station,Tamil Nadu,Chennai,1996-02-12,30.0,Tamil Nadu Generation and Distribution Corp. Ltd.,1.0,basin_bridge_gas_turbine_power_station__unit_01,basin_bridge_gas_turbine_power_station__unit_01,Chennai North,Chennai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,30.0
Generator,201.0,unit,2.0,Oil & Gas,Basin Bridge Gas Turbine Power Station,Tamil Nadu,Chennai,1996-02-25,30.0,Tamil Nadu Generation and Distribution Corp. Ltd.,1.0,basin_bridge_gas_turbine_power_station__unit_02,basin_bridge_gas_turbine_power_station__unit_02,Chennai North,Chennai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,30.0
Generator,202.0,unit,3.0,Oil & Gas,Basin Bridge Gas Turbine Power Station,Tamil Nadu,Chennai,1996-03-26,30.0,Tamil Nadu Generation and Distribution Corp. Ltd.,1.0,basin_bridge_gas_turbine_power_station__unit_03,basin_bridge_gas_turbine_power_station__unit_03,Chennai North,Chennai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,30.0
